"","country","species","area","year","production"
"65133","Croatia","European flat oyster","Mediterranean and Black Sea",2014,871.56
"65134","Croatia","European seabass","Mediterranean and Black Sea",2014,NA
"65135","Croatia","Gilthead seabream","Mediterranean and Black Sea",2014,1
"65136","Croatia","Great Mediterranean scallop","Mediterranean and Black Sea",2014,39
"65137","Croatia","Marine fishes nei","Mediterranean and Black Sea",2014,1386
"65138","Croatia","Marine molluscs nei","Mediterranean and Black Sea",2014,NA
"65139","Croatia","Meagre","Mediterranean and Black Sea",2014,2.1
"65140","Croatia","Mediterranean mussel","Mediterranean and Black Sea",2014,NA
"65141","Croatia","Pargo breams nei","Mediterranean and Black Sea",2014,1744
"65142","Croatia","Rainbow trout","Mediterranean and Black Sea",2014,NA
"65143","Croatia","Sharpsnout seabream","Mediterranean and Black Sea",2014,NA
"65144","Croatia","Turbot","Mediterranean and Black Sea",2014,NA
"65145","Cuba","Mangrove cupped oyster","Atlantic, Western Central",2014,17.02
"65146","Cuba","Tropical spiny lobsters nei","Atlantic, Western Central",2014,800
"65147","Cyprus","Atlantic bluefin tuna","Mediterranean and Black Sea",2014,NA
"65148","Cyprus","European seabass","Mediterranean and Black Sea",2014,4284
"65149","Cyprus","Gilthead seabream","Mediterranean and Black Sea",2014,5330
"65150","Cyprus","Indian white prawn","Mediterranean and Black Sea",2014,NA
"65151","Cyprus","Japanese seabream","Mediterranean and Black Sea",2014,350
"65152","Cyprus","Marbled spinefoot","Mediterranean and Black Sea",2014,NA
"65153","Cyprus","Meagre","Mediterranean and Black Sea",2014,NA
"65154","Cyprus","Red porgy","Mediterranean and Black Sea",2014,NA
"65155","Cyprus","Sharpsnout seabream","Mediterranean and Black Sea",2014,2919
"65156","Cyprus","Shi drum","Mediterranean and Black Sea",2014,176
"65157","Denmark","Atlantic cod","Atlantic, Northeast",2014,4
"65158","Denmark","Atlantic salmon","Atlantic, Northeast",2014,NA
"65159","Denmark","Blue mussel","Atlantic, Northeast",2014,NA
"65160","Denmark","Brown seaweeds","Atlantic, Northeast",2014,NA
"65161","Denmark","European eel","Atlantic, Northeast",2014,NA
"65162","Denmark","European flounder","Atlantic, Northeast",2014,3654.58
"65163","Denmark","Marine fishes nei","Atlantic, Northeast",2014,232849
"65164","Denmark","Rainbow trout","Atlantic, Northeast",2014,NA
"65165","Denmark","Sea belt","Atlantic, Northeast",2014,859.2
"65166","Denmark","Turbot","Atlantic, Northeast",2014,1130
"65167","Dominican Republic","American cupped oyster","Atlantic, Western Central",2014,NA
"65168","Dominican Republic","Cobia","Atlantic, Western Central",2014,107
"65169","Dominican Republic","European seabass","Atlantic, Western Central",2014,NA
"65170","Dominican Republic","Florida pompano","Atlantic, Western Central",2014,NA
"65171","Dominican Republic","Gilthead seabream","Atlantic, Western Central",2014,50480.3
"65172","Dominican Republic","Penaeus shrimps nei","Atlantic, Western Central",2014,NA
"65173","Ecuador","Marine fishes nei","Pacific, Southeast",2014,NA
"65174","Ecuador","Pacific cupped oyster","Pacific, Southeast",2014,64270
"65175","Ecuador","Red drum","Pacific, Southeast",2014,0.4
"65176","Ecuador","Scallops nei","Pacific, Southeast",2014,NA
"65177","El Salvador","Black ark","Pacific, Eastern Central",2014,NA
"65178","El Salvador","Cupped oysters nei","Pacific, Eastern Central",2014,201.96
"65179","El Salvador","Grand ark","Pacific, Eastern Central",2014,3281
"65180","Estonia","Rainbow trout","Atlantic, Northeast",2014,NA
"65181","Falkland Is.(Malvinas)","Blue mussel","Atlantic, Southwest",2014,113127
"65182","Falkland Is.(Malvinas)","Pacific cupped oyster","Atlantic, Southwest",2014,NA
"65183","Faroe Islands","Atlantic salmon","Atlantic, Northeast",2014,NA
"65184","Faroe Islands","Rainbow trout","Atlantic, Northeast",2014,65018
"65185","Fiji, Republic of","Anadara clams nei","Pacific, Western Central",2014,1.46
"65186","Fiji, Republic of","Eucheuma seaweeds nei","Pacific, Western Central",2014,0.14
"65187","Fiji, Republic of","Green mussel","Pacific, Western Central",2014,NA
"65188","Fiji, Republic of","Pearl oyster shells nei","Pacific, Western Central",2014,NA
"65189","France","Atlantic salmon","Atlantic, Northeast",2014,1091.05
"65190","France","Blue mussel","Atlantic, Northeast",2014,188881
"65191","France","Blue mussel","Mediterranean and Black Sea",2014,40000
"65192","France","Clams, etc. nei","Atlantic, Northeast",2014,NA
"65193","France","Clams, etc. nei","Mediterranean and Black Sea",2014,NA
"65194","France","Coho(=Silver) salmon","Atlantic, Northeast",2014,NA
"65195","France","Common edible cockle","Atlantic, Northeast",2014,NA
"65196","France","Common edible cockle","Mediterranean and Black Sea",2014,786828
"65197","France","European flat oyster","Atlantic, Northeast",2014,NA
"65198","France","European flat oyster","Mediterranean and Black Sea",2014,NA
"65199","France","European seabass","Atlantic, Northeast",2014,NA
"65200","France","European seabass","Mediterranean and Black Sea",2014,1080
"65201","France","Finfishes nei","Atlantic, Northeast",2014,3.54
"65202","France","Gilthead seabream","Atlantic, Northeast",2014,11.3
"65203","France","Gilthead seabream","Mediterranean and Black Sea",2014,120
"65204","France","Great Atlantic scallop","Atlantic, Northeast",2014,0.6
"65205","France","Grooved carpet shell","Atlantic, Northeast",2014,1.41
"65206","France","Grooved carpet shell","Mediterranean and Black Sea",2014,NA
"65207","France","Harpoon seaweeds","Atlantic, Northeast",2014,NA
"65208","France","Japanese carpet shell","Atlantic, Northeast",2014,NA
"65209","France","Japanese carpet shell","Mediterranean and Black Sea",2014,NA
"65210","France","Marine fishes nei","Atlantic, Northeast",2014,NA
"65211","France","Marine fishes nei","Mediterranean and Black Sea",2014,NA
"65212","France","Marine molluscs nei","Atlantic, Northeast",2014,NA
"65213","France","Meagre","Mediterranean and Black Sea",2014,408.15
"65214","France","Mediterranean mussel","Atlantic, Northeast",2014,NA
"65215","France","Mediterranean mussel","Mediterranean and Black Sea",2014,NA
"65216","France","Pacific cupped oyster","Atlantic, Northeast",2014,NA
"65217","France","Pacific cupped oyster","Mediterranean and Black Sea",2014,569.7
"65218","France","Periwinkles nei","Atlantic, Northeast",2014,NA
"65219","France","Rainbow trout","Atlantic, Northeast",2014,NA
"65220","France","Sea trout","Atlantic, Northeast",2014,NA
"65221","France","Seaweeds nei","Atlantic, Northeast",2014,NA
"65222","France","Senegalese sole","Atlantic, Northeast",2014,NA
"65223","France","Tuberculate abalone","Atlantic, Northeast",2014,1500
"65224","France","Turbot","Atlantic, Northeast",2014,NA
"65225","France","Wakame nei","Atlantic, Northeast",2014,NA
"65226","France","White seabream","Mediterranean and Black Sea",2014,13
"65227","French Polynesia","Barramundi(=Giant seaperch)","Pacific, Eastern Central",2014,59281
"65228","French Polynesia","Blacklip pearl oyster","Pacific, Eastern Central",2014,NA
"65229","French Polynesia","Blue shrimp","Pacific, Eastern Central",2014,NA
"65230","French Polynesia","Marine fishes nei","Pacific, Eastern Central",2014,NA
"65231","French Polynesia","Orbicular batfish","Pacific, Eastern Central",2014,315
"65232","French Polynesia","Pearl oyster shells nei","Pacific, Eastern Central",2014,NA
"65233","French Polynesia","Sea mussels nei","Pacific, Eastern Central",2014,NA
"65234","French Polynesia","Sixfinger threadfin","Pacific, Eastern Central",2014,113
"65235","Germany","Bastard halibut","Atlantic, Northeast",2014,1600
"65236","Germany","Blue mussel","Atlantic, Northeast",2014,NA
"65237","Germany","Clams, etc. nei","Atlantic, Northeast",2014,NA
"65238","Germany","Common edible cockle","Atlantic, Northeast",2014,NA
"65239","Germany","Pacific cupped oyster","Atlantic, Northeast",2014,NA
"65240","Germany","Turbot","Atlantic, Northeast",2014,555.2
"65241","Greece","Atlantic bluefin tuna","Mediterranean and Black Sea",2014,NA
"65242","Greece","Common dentex","Mediterranean and Black Sea",2014,99
"65243","Greece","Common pandora","Mediterranean and Black Sea",2014,20100
"65244","Greece","European eel","Mediterranean and Black Sea",2014,NA
"65245","Greece","European flat oyster","Mediterranean and Black Sea",2014,NA
"65246","Greece","European seabass","Mediterranean and Black Sea",2014,1636
"65247","Greece","Flathead grey mullet","Mediterranean and Black Sea",2014,2862
"65248","Greece","Gilthead seabream","Mediterranean and Black Sea",2014,954
"65249","Greece","Kuruma prawn","Mediterranean and Black Sea",2014,530.2
"65250","Greece","Marine fishes nei","Mediterranean and Black Sea",2014,29
"65251","Greece","Meagre","Mediterranean and Black Sea",2014,NA
"65252","Greece","Mediterranean mussel","Mediterranean and Black Sea",2014,NA
"65253","Greece","Red porgy","Mediterranean and Black Sea",2014,NA
"65254","Greece","Sciaenas nei","Mediterranean and Black Sea",2014,NA
"65255","Greece","Sharpsnout seabream","Mediterranean and Black Sea",2014,8.2
"65256","Greece","Shi drum","Mediterranean and Black Sea",2014,4.3
"65257","Greece","Venus clams nei","Mediterranean and Black Sea",2014,25.9
"65258","Greece","White seabream","Mediterranean and Black Sea",2014,40425
"65259","Guadeloupe","Red drum","Atlantic, Western Central",2014,5021
"65260","Iceland","Abalones nei","Atlantic, Northeast",2014,NA
"65261","Iceland","Atlantic cod","Atlantic, Northeast",2014,NA
"65262","Iceland","Atlantic halibut","Atlantic, Northeast",2014,NA
"65263","Iceland","Atlantic salmon","Atlantic, Northeast",2014,NA
"65264","Iceland","Atlantic wolffish","Atlantic, Northeast",2014,NA
"65265","Iceland","Blue mussel","Atlantic, Northeast",2014,NA
"65266","Iceland","European seabass","Atlantic, Northeast",2014,NA
"65267","Iceland","Haddock","Atlantic, Northeast",2014,20
"65268","Iceland","Rainbow trout","Atlantic, Northeast",2014,NA
"65269","Iceland","Spotted wolffish","Atlantic, Northeast",2014,NA
"65270","Iceland","Turbot","Atlantic, Northeast",2014,89
"65271","India","Elkhorn sea moss","Indian Ocean, Eastern",2014,NA
"65272","India","Green mussel","Indian Ocean, Western",2014,172
"65273","India","Indian backwater oyster","Indian Ocean, Western",2014,60.07
"65274","India","Rooster venus","Indian Ocean, Western",2014,NA
"65275","Indonesia","Barramundi(=Giant seaperch)","Pacific, Western Central",2014,NA
"65276","Indonesia","Eucheuma seaweeds nei","Pacific, Western Central",2014,23.43
"65277","Indonesia","Groupers nei","Pacific, Western Central",2014,NA
"65278","Indonesia","Marine fishes nei","Pacific, Western Central",2014,NA
"65279","Indonesia","Marine molluscs nei","Pacific, Western Central",2014,44393.78
"65280","Indonesia","Milkfish","Pacific, Western Central",2014,NA
"65281","Indonesia","Pearl oyster shells nei","Pacific, Western Central",2014,NA
"65282","Indonesia","Penguin wing oyster","Pacific, Western Central",2014,NA
"65283","Indonesia","Red seaweeds","Pacific, Western Central",2014,NA
"65284","Indonesia","Sea cucumbers nei","Pacific, Western Central",2014,225
"65285","Indonesia","Tropical spiny lobsters nei","Pacific, Western Central",2014,82638.9
"65286","Ireland","Abalones nei","Atlantic, Northeast",2014,795.2
"65287","Ireland","Aquatic invertebrates nei","Atlantic, Northeast",2014,115
"65288","Ireland","Atlantic salmon","Atlantic, Northeast",2014,1018
"65289","Ireland","Babberlocks","Atlantic, Northeast",2014,NA
"65290","Ireland","Blue mussel","Atlantic, Northeast",2014,0.04
"65291","Ireland","Brown seaweeds","Atlantic, Northeast",2014,NA
"65292","Ireland","Dulse","Atlantic, Northeast",2014,NA
"65293","Ireland","European flat oyster","Atlantic, Northeast",2014,NA
"65294","Ireland","Great Atlantic scallop","Atlantic, Northeast",2014,NA
"65295","Ireland","Japanese carpet shell","Atlantic, Northeast",2014,10043
"65296","Ireland","Marine molluscs nei","Atlantic, Northeast",2014,4488
"65297","Ireland","Pacific cupped oyster","Atlantic, Northeast",2014,NA
"65298","Ireland","Rainbow trout","Atlantic, Northeast",2014,NA
"65299","Ireland","Stony sea urchin","Atlantic, Northeast",2014,NA
"65300","Ireland","Tangle","Atlantic, Northeast",2014,14.58
"65301","Ireland","Turbot","Atlantic, Northeast",2014,0.1
"65302","Israel","Cupped oysters nei","Mediterranean and Black Sea",2014,421100
"65303","Israel","European seabass","Mediterranean and Black Sea",2014,NA
"65304","Israel","Gilthead seabream","Mediterranean and Black Sea",2014,NA
"65305","Israel","Marine fishes nei","Mediterranean and Black Sea",2014,130
"65306","Israel","Red drum","Mediterranean and Black Sea",2014,32.87
"65307","Israel","Striped bass, hybrid","Mediterranean and Black Sea",2014,32.16
"65308","Israel","Tilapias nei","Mediterranean and Black Sea",2014,4691
"65309","Italy","Atlantic bluefin tuna","Mediterranean and Black Sea",2014,3.73
"65310","Italy","Common sole","Mediterranean and Black Sea",2014,NA
"65311","Italy","Cupped oysters nei","Mediterranean and Black Sea",2014,353388
"65312","Italy","European eel","Mediterranean and Black Sea",2014,0.14
"65313","Italy","European seabass","Mediterranean and Black Sea",2014,NA
"65314","Italy","Flathead grey mullet","Mediterranean and Black Sea",2014,NA
"65315","Italy","Gilthead seabream","Mediterranean and Black Sea",2014,10
"65316","Italy","Grooved carpet shell","Mediterranean and Black Sea",2014,172
"65317","Italy","Japanese carpet shell","Mediterranean and Black Sea",2014,0.1
"65318","Italy","Kuruma prawn","Mediterranean and Black Sea",2014,NA
"65319","Italy","Marine fishes nei","Mediterranean and Black Sea",2014,NA
"65320","Italy","Meagre","Mediterranean and Black Sea",2014,NA
"65321","Italy","Mediterranean mussel","Mediterranean and Black Sea",2014,11402.5
"65322","Italy","Porgies, seabreams nei","Mediterranean and Black Sea",2014,NA
"65323","Italy","Sharpsnout seabream","Mediterranean and Black Sea",2014,0.1
"65324","Italy","Shi drum","Mediterranean and Black Sea",2014,NA
"65325","Italy","Venus clams nei","Mediterranean and Black Sea",2014,0.82
"65326","Italy","White seabream","Mediterranean and Black Sea",2014,NA
"65327","Jamaica","Mangrove cupped oyster","Atlantic, Western Central",2014,1.1
"65328","Japan","Aquatic invertebrates nei","Pacific, Northwest",2014,NA
"65329","Japan","Bastard halibut","Pacific, Northwest",2014,NA
"65330","Japan","Blackhead seabream","Pacific, Northwest",2014,NA
"65331","Japan","Clams, etc. nei","Pacific, Northwest",2014,NA
"65332","Japan","Coho(=Silver) salmon","Pacific, Northwest",2014,7.36
"65333","Japan","Crimson seabream","Pacific, Northwest",2014,NA
"65334","Japan","Filefishes nei","Pacific, Northwest",2014,NA
"65335","Japan","Flathead grey mullet","Pacific, Northwest",2014,NA
"65336","Japan","Gazami crab","Pacific, Northwest",2014,NA
"65337","Japan","Japanese amberjack","Pacific, Northwest",2014,NA
"65338","Japan","Japanese jack mackerel","Pacific, Northwest",2014,382.6
"65339","Japan","Japanese kelp","Pacific, Northwest",2014,75
"65340","Japan","Kuruma prawn","Pacific, Northwest",2014,0.32
"65341","Japan","Laver (Nori)","Pacific, Northwest",2014,NA
"65342","Japan","Marine crustaceans nei","Pacific, Northwest",2014,NA
"65343","Japan","Marine fishes nei","Pacific, Northwest",2014,NA
"65344","Japan","Octopuses, etc. nei","Pacific, Northwest",2014,NA
"65345","Japan","Pacific bluefin tuna","Pacific, Northwest",2014,NA
"65346","Japan","Pacific cupped oyster","Pacific, Northwest",2014,21483.7
"65347","Japan","Pearl oyster shells nei","Pacific, Northwest",2014,NA
"65348","Japan","Sea squirts nei","Pacific, Northwest",2014,NA
"65349","Japan","Seaweeds nei","Pacific, Northwest",2014,8
"65350","Japan","Silver seabream","Pacific, Northwest",2014,600
"65351","Japan","Spiny lobsters nei","Pacific, Northwest",2014,NA
"65352","Japan","Tiger pufferfish","Pacific, Northwest",2014,12980
"65353","Japan","Wakame","Pacific, Northwest",2014,NA
"65354","Japan","White trevally","Pacific, Northwest",2014,NA
"65355","Japan","Yesso scallop","Pacific, Northwest",2014,NA
